compl,accel,decel,result,cluster_cr,cluster_ar,cluster_dr,cluster_car,cluster_cdr,cluster_adr
1,1,1,23,6,8,1,1,2,3
1,1,1,24,6,8,1,1,2,3
1,1,2,19,6,8,1,1,2,3
1,1,2,20,6,8,1,1,2,3
1,1,3,23,6,8,1,1,2,3
1,1,3,24,6,8,1,1,2,3
1,1,4,34,17,1,1,1,2,3
1,1,4,35,13,1,2,1,2,3
1,1,5,48,3,2,2,1,2,1
1,1,5,49,3,2,2,1,2,1
1,2,1,22,6,16,1,1,2,3
1,2,1,23,6,16,1,1,2,3
1,2,2,24,6,16,1,1,2,3
1,2,2,25,6,16,1,1,2,3
1,2,3,24,6,16,1,1,2,3
1,2,3,25,6,16,1,1,2,3
1,2,4,28,17,16,1,1,2,3
1,2,4,29,17,16,1,1,2,3
1,2,5,36,13,3,2,1,2,1
1,2,5,37,13,3,2,1,2,1
1,3,1,29,17,16,1,1,2,3
1,3,1,30,17,16,1,1,2,3
1,3,2,30,17,16,1,1,2,3
1,3,2,31,17,16,1,1,2,3
1,3,3,33,17,16,1,1,2,3
1,3,3,34,17,16,1,1,2,3
1,3,4,42,3,19,2,1,2,1
1,3,4,43,3,19,2,1,2,1
1,3,5,44,3,19,2,1,2,1
1,3,5,45,3,19,2,1,2,1
1,4,1,23,6,18,1,3,2,2
1,4,1,24,6,18,1,3,2,2
1,4,2,30,17,18,1,3,2,2
1,4,2,31,17,18,1,3,2,2
1,4,3,33,17,18,1,3,2,2
1,4,3,34,17,18,1,3,2,2
1,4,4,36,13,18,2,3,2,2
1,4,4,37,13,18,2,3,2,2
1,4,5,46,3,19,2,3,2,1
1,4,5,47,3,19,2,3,2,1
1,5,1,22,6,17,1,3,2,2
1,5,1,23,6,17,1,3,2,2
1,5,2,32,17,17,1,3,2,2
1,5,2,33,17,17,1,3,2,2
1,5,3,33,17,17,1,3,2,2
1,5,3,34,17,17,1,3,2,2
1,5,4,36,13,17,2,3,2,2
1,5,4,37,13,17,2,3,2,2
1,5,5,40,13,17,2,3,2,2
1,5,5,41,13,17,2,3,2,2
2,1,1,22,4,8,1,1,2,3
2,1,1,23,4,8,1,1,2,3
2,1,2,32,9,1,1,1,2,3
2,1,2,33,9,1,1,1,2,3
2,1,3,46,5,2,1,1,2,3
2,1,3,47,5,2,1,1,2,3
2,1,4,57,1,2,2,1,1,1
2,1,4,58,1,2,2,1,1,1
2,1,5,69,7,15,2,1,1,1
2,1,5,70,7,15,2,1,1,1
2,2,1,23,4,16,1,1,2,3
2,2,1,24,4,16,1,1,2,3
2,2,2,35,9,3,1,1,2,3
2,2,2,36,9,3,1,1,2,3
2,2,3,38,9,3,1,1,2,3
2,2,3,39,9,3,1,1,2,3
2,2,4,42,5,3,2,1,2,3
2,2,4,43,5,3,2,1,2,3
2,2,5,52,1,12,2,1,1,1
2,2,5,53,1,12,2,1,1,1
2,3,1,26,4,16,1,1,2,3
2,3,1,27,4,16,1,1,2,3
2,3,2,35,9,16,1,1,2,3
2,3,2,36,9,16,1,1,2,3
2,3,3,40,9,19,1,1,2,3
2,3,3,41,5,19,1,1,2,3
2,3,4,47,5,19,2,1,2,1
2,3,4,48,5,19,2,1,2,1
2,3,5,48,5,19,2,1,1,1
2,3,5,49,5,19,2,1,1,1
2,4,1,24,4,18,1,3,2,2
2,4,1,25,4,18,1,3,2,2
2,4,2,40,9,19,1,3,2,2
2,4,2,41,5,19,1,3,2,2
2,4,3,43,5,19,1,3,2,2
2,4,3,44,5,19,1,3,2,2
2,4,4,48,5,19,2,3,2,1
2,4,4,49,5,19,2,3,2,1
2,4,5,55,1,5,2,3,1,1
2,4,5,56,1,5,2,3,1,1
2,5,1,24,4,17,1,3,2,2
2,5,1,25,4,17,1,3,2,2
2,5,2,43,5,17,1,3,2,2
2,5,2,44,5,17,1,3,2,2
2,5,3,43,5,17,1,3,2,2
2,5,3,44,5,17,1,3,2,2
2,5,4,45,5,17,2,3,2,2
2,5,4,46,5,17,2,3,2,2
2,5,5,54,1,7,2,3,1,1
2,5,5,55,1,7,2,3,1,1
3,1,1,23,4,8,1,1,2,3
3,1,1,24,4,8,1,1,2,3
3,1,2,37,2,14,1,1,2,3
3,1,2,38,2,14,1,1,2,3
3,1,3,53,10,2,2,1,1,3
3,1,3,54,10,2,2,1,1,3
3,1,4,70,11,15,2,1,1,1
3,1,4,71,11,15,2,1,1,1
3,1,5,84,11,11,2,2,1,1
3,1,5,85,11,11,2,2,1,1
3,2,1,55,10,12,1,1,2,3
3,2,1,56,10,12,1,1,2,3
3,2,2,56,10,12,1,1,2,3
3,2,2,57,10,12,1,1,2,3
3,2,3,60,10,12,2,1,1,1
3,2,3,61,10,12,2,1,1,1
3,2,4,60,10,12,2,1,1,1
3,2,4,61,10,12,2,1,1,1
3,2,5,68,11,9,2,2,1,1
3,2,5,69,11,9,2,2,1,1
3,3,1,43,2,19,1,1,2,3
3,3,1,44,2,19,1,1,2,3
3,3,2,66,11,6,2,2,1,1
3,3,2,67,11,6,2,2,1,1
3,3,3,65,11,6,2,2,1,1
3,3,3,66,11,6,2,2,1,1
3,3,4,60,10,6,2,2,1,1
3,3,4,61,10,6,2,2,1,1
3,3,5,55,10,6,2,2,1,1
3,3,5,56,10,6,2,2,1,1
3,4,1,26,4,18,1,3,2,2
3,4,1,27,4,18,1,3,2,2
3,4,2,66,11,5,2,2,1,2
3,4,2,67,11,5,2,2,1,2
3,4,3,66,11,5,2,2,1,1
3,4,3,67,11,5,2,2,1,1
3,4,4,68,11,5,2,2,1,1
3,4,4,69,11,5,2,2,1,1
3,4,5,67,11,5,2,2,1,1
3,4,5,68,11,5,2,2,1,1
3,5,1,27,4,17,1,3,2,2
3,5,1,28,4,17,1,3,2,2
3,5,2,60,10,7,1,3,1,2
3,5,2,61,10,7,1,3,1,2
3,5,3,67,11,7,2,2,1,2
3,5,3,68,11,7,2,2,1,2
3,5,4,70,11,4,2,2,1,1
3,5,4,71,11,4,2,2,1,1
3,5,5,76,11,4,2,2,1,1
3,5,5,77,11,4,2,2,1,1
4,1,1,26,18,20,1,1,2,3
4,1,1,27,18,20,1,1,2,3
4,1,2,36,2,14,1,1,2,3
4,1,2,37,2,14,1,1,2,3
4,1,3,53,15,2,2,1,1,3
4,1,3,54,15,2,2,1,1,3
4,1,4,70,16,15,2,2,1,1
4,1,4,71,16,15,2,2,1,1
4,1,5,85,14,11,2,2,1,1
4,1,5,86,14,11,2,2,1,1
4,2,1,41,2,3,1,1,2,3
4,2,1,42,2,3,1,1,2,3
4,2,2,60,16,12,1,2,1,3
4,2,2,61,16,12,1,2,1,3
4,2,3,73,14,9,2,2,1,1
4,2,3,74,14,9,2,2,1,1
4,2,4,75,14,9,2,2,1,1
4,2,4,76,14,9,2,2,1,1
4,2,5,85,14,11,2,2,1,1
4,2,5,86,14,11,2,2,1,1
4,3,1,65,16,6,1,2,1,3
4,3,1,66,16,6,1,2,1,3
4,3,2,52,15,19,1,2,1,3
4,3,2,53,15,6,1,2,1,3
4,3,3,69,16,6,2,2,1,1
4,3,3,70,16,6,2,2,1,1
4,3,4,76,14,10,2,2,1,1
4,3,4,77,14,10,2,2,1,1
4,3,5,74,14,10,2,2,1,1
4,3,5,75,14,10,2,2,1,1
4,4,1,26,18,18,1,3,2,2
4,4,1,27,18,18,1,3,2,2
4,4,2,65,16,5,2,2,1,2
4,4,2,66,16,5,2,2,1,2
4,4,3,76,14,13,2,2,1,1
4,4,3,77,14,13,2,2,1,1
4,4,4,78,14,13,2,2,1,1
4,4,4,79,14,13,2,2,1,1
4,4,5,76,14,13,2,2,1,1
4,4,5,77,14,13,2,2,1,1
4,5,1,28,18,17,1,3,2,2
4,5,1,29,18,17,1,3,2,2
4,5,2,73,14,4,2,2,1,2
4,5,2,74,14,4,2,2,1,2
4,5,3,77,14,4,2,2,1,1
4,5,3,78,14,4,2,2,1,1
4,5,4,76,14,4,2,2,1,1
4,5,4,77,14,4,2,2,1,1
4,5,5,80,14,4,2,2,1,1
4,5,5,81,14,4,2,2,1,1
5,1,1,29,18,20,1,1,2,3
5,1,1,30,18,20,1,1,2,3
5,1,2,37,18,14,1,1,2,3
5,1,2,38,18,14,1,1,2,3
5,1,3,53,15,2,2,2,1,3
5,1,3,54,15,2,2,2,1,3
5,1,4,70,12,15,2,2,1,1
5,1,4,71,12,15,2,2,1,1
5,1,5,86,8,11,2,2,1,1
5,1,5,87,8,11,2,2,1,1
5,2,1,33,18,3,1,1,2,3
