compl,accel,decel,result,cluster_cr,cluster_ar,cluster_dr,cluster_car,cluster_cdr,cluster_adr
1,1,1,22,7,4,2,1,2,1
1,1,1,23,7,4,2,1,2,1
1,1,1,24,7,4,2,1,2,1
1,1,1,25,7,4,2,1,2,1
1,1,2,20,7,4,2,1,2,1
1,1,2,21,7,4,2,1,2,1
1,1,2,22,7,4,2,1,2,1
1,1,2,23,7,4,2,1,2,1
1,1,3,23,7,4,2,1,1,1
1,1,3,24,7,4,2,1,1,1
1,1,3,25,7,4,2,1,1,1
1,1,3,26,7,4,2,1,1,1
1,1,4,34,7,4,1,1,1,3
1,1,4,35,7,4,1,1,1,3
1,1,4,36,7,4,1,1,1,3
1,1,4,37,9,4,1,1,1,3
1,1,5,49,9,4,1,1,1,3
1,1,5,50,9,4,1,1,1,3
1,1,5,51,9,4,1,1,1,3
1,1,5,52,9,4,1,1,1,3
1,2,1,22,7,4,2,1,2,1
1,2,1,23,7,4,2,1,2,1
1,2,1,24,7,4,2,1,2,1
1,2,1,25,7,4,2,1,2,1
1,2,2,25,7,4,2,1,2,1
1,2,2,26,7,4,2,1,2,1
1,2,2,27,7,4,2,1,2,1
1,2,2,28,7,4,2,1,2,1
1,2,3,25,7,4,2,1,1,1
1,2,3,26,7,4,2,1,1,1
1,2,3,27,7,4,2,1,1,1
1,2,3,28,7,4,2,1,1,1
1,2,4,31,7,4,2,1,1,3
1,2,4,32,7,4,2,1,1,3
1,2,4,33,7,4,2,1,1,3
1,2,4,34,7,4,1,1,1,3
1,2,5,44,9,4,1,1,1,3
1,2,5,45,9,4,1,1,1,3
1,2,5,46,9,4,1,1,1,3
1,2,5,47,9,4,1,1,1,3
1,3,1,30,7,4,2,1,2,1
1,3,1,31,7,4,2,1,2,1
1,3,1,32,7,4,2,1,2,1
1,3,1,33,7,4,2,1,2,1
1,3,2,30,7,4,2,1,2,1
1,3,2,31,7,4,2,1,2,1
1,3,2,32,7,4,2,1,2,1
1,3,2,33,7,4,2,1,2,1
1,3,3,29,7,4,2,1,1,1
1,3,3,30,7,4,2,1,1,1
1,3,3,31,7,4,2,1,1,1
1,3,3,32,7,4,2,1,1,1
1,3,4,46,9,4,1,1,1,3
1,3,4,47,9,4,1,1,1,3
1,3,4,48,9,4,1,1,1,3
1,3,4,49,9,4,1,1,1,3
1,3,5,48,9,4,1,1,1,3
