compl,accel,decel,result,cluster_ca,cluster_cd,cluster_ad,cluster_cad
5,5,5,100,10,2,2,2
5,5,5,99,10,2,2,2
5,4,5,99,7,2,2,2
4,5,5,99,13,2,2,2
4,5,5,99,13,2,2,2
5,5,5,99,10,2,2,2
5,5,5,98,10,2,2,2
5,5,5,98,10,2,2,2
5,5,5,98,10,2,2,2
4,5,5,98,13,2,2,2
4,4,4,97,5,2,2,2
5,5,5,97,10,2,2,2
4,5,5,97,13,2,2,2
4,5,5,96,13,2,2,2
5,5,5,95,10,2,2,2
5,5,5,95,10,2,2,2
4,5,5,95,13,2,2,2
5,3,3,95,9,2,1,2
5,5,3,95,10,2,2,2
4,5,5,94,13,2,2,2
5,5,5,94,10,2,2,2
5,1,5,94,15,2,1,2
5,5,5,94,10,2,2,2
5,5,5,94,10,2,2,2
5,5,5,92,10,2,2,2
4,4,4,92,5,2,2,2
5,3,4,92,9,2,2,2
5,5,5,92,10,2,2,2
5,5,5,91,10,2,2,2
5,5,4,91,10,2,2,2
4,4,4,91,5,2,2,2
5,5,5,90,10,2,2,2
5,4,4,90,7,2,2,2
5,5,5,90,10,2,2,2
4,5,4,89,13,2,2,2
5,3,4,89,9,2,2,2
4,5,5,89,13,2,2,2
4,5,4,89,13,2,2,2
4,5,4,89,13,2,2,2
4,5,4,89,13,2,2,2
4,5,4,88,13,2,2,2
5,5,5,88,10,2,2,2
4,5,5,88,13,2,2,2
5,5,5,87,10,2,2,2
4,5,4,85,13,2,2,2
5,5,3,85,10,2,2,2
3,5,4,83,2,2,2,2
3,5,3,82,2,1,2,2
3,5,5,82,2,2,2,2
2,5,5,82,14,2,2,2
3,5,5,82,2,2,2,2
3,5,4,81,2,2,2,2
3,5,4,81,2,2,2,2
3,4,3,80,5,1,2,2
3,5,5,79,2,2,2,2
3,4,5,78,5,2,2,2
4,5,2,77,13,1,2,2
3,5,5,77,2,2,2,2
3,5,5,76,2,2,2,2
3,2,5,76,6,2,2,2
3,5,3,76,2,1,2,2
3,3,3,75,6,1,1,1
3,5,4,74,2,2,2,2
3,3,3,74,6,1,1,1
3,5,4,74,2,2,2,2
3,4,3,73,5,1,2,2
3,5,3,73,2,1,2,2
3,4,3,73,5,1,2,2
3,3,3,65,6,1,1,1
1,5,5,63,11,1,2,2
2,5,3,63,14,1,2,2
2,4,3,63,8,1,2,1
1,5,5,58,11,1,2,2
3,3,1,56,6,1,1,1
3,3,1,56,6,1,1,1
2,5,3,55,14,1,2,2
1,1,5,53,3,1,1,1
2,3,4,53,4,1,2,1
2,4,3,53,8,1,2,1
1,4,4,51,8,1,2,1
1,3,4,50,4,1,2,1
1,3,4,50,4,1,2,1
1,3,5,49,4,1,2,1
2,5,4,48,14,1,2,2
1,5,3,46,11,1,2,1
1,5,3,46,11,1,2,1
2,5,4,46,14,1,2,2
1,5,5,45,11,1,2,2
1,5,4,43,11,1,2,2
2,5,3,43,14,1,2,2
2,5,3,43,14,1,2,2
1,4,3,42,8,1,2,1
1,4,3,42,8,1,2,1
2,5,3,41,14,1,2,2
2,4,3,41,8,1,2,1
1,3,1,38,4,1,1,1
1,4,3,38,8,1,2,1
1,3,2,33,4,1,1,1
1,3,1,31,4,1,1,1
1,3,1,31,4,1,1,1
1,3,1,31,4,1,1,1
1,4,3,30,8,1,2,1
2,3,1,29,4,1,1,1
1,1,1,28,3,1,1,1
1,5,1,27,11,1,1,1
1,4,1,27,8,1,1,1
1,1,3,25,3,1,1,1
1,2,3,25,12,1,1,1
1,1,1,25,3,1,1,1
1,3,3,25,4,1,1,1
1,2,3,25,12,1,1,1
1,5,1,24,11,1,1,1
1,2,1,24,12,1,1,1
1,1,1,24,3,1,1,1
1,2,1,24,12,1,1,1
1,1,1,24,3,1,1,1
2,1,1,24,1,1,1,1
1,5,1,24,11,1,1,1
1,1,1,23,3,1,1,1
1,2,1,23,12,1,1,1
1,1,1,23,3,1,1,1
