compl,accel,decel,result,cluster_ca,cluster_cd,cluster_ad,cluster_cad
5,5,5,100,8,1,1,1
5,5,5,99,8,1,1,1
5,4,5,99,8,1,1,1
4,5,5,99,9,1,1,1
4,5,5,99,9,1,1,1
5,5,5,99,8,1,1,1
5,5,5,98,8,1,1,1
5,5,5,98,8,1,1,1
5,5,5,98,8,1,1,1
4,5,5,98,9,1,1,1
4,4,4,97,9,1,2,1
5,5,5,97,8,1,1,1
4,5,5,97,9,1,1,1
4,5,5,96,9,1,1,1
5,5,5,95,8,1,1,1
5,5,5,95,8,1,1,1
4,5,5,95,9,1,1,1
5,3,3,95,3,1,7,1
5,5,3,95,9,1,2,1
4,5,5,94,9,1,1,1
5,5,5,94,8,1,1,1
5,1,5,94,3,1,7,1
5,5,5,94,8,1,1,1
5,5,5,94,8,1,1,1
5,5,5,92,8,1,1,1
4,4,4,92,9,1,2,1
5,3,4,92,8,1,1,1
5,5,5,92,8,1,1,1
5,5,5,91,8,1,1,1
5,5,4,91,8,1,1,1
4,4,4,91,9,1,2,1
5,5,5,90,8,1,1,1
5,4,4,90,8,1,1,1
5,5,5,90,8,1,1,1
4,5,4,89,9,1,2,1
5,3,4,89,8,1,1,1
4,5,5,89,9,1,1,1
4,5,4,89,9,1,2,1
4,5,4,89,9,1,2,1
4,5,4,89,9,1,2,1
4,5,4,88,9,1,2,1
5,5,5,88,8,1,1,1
4,5,5,88,9,1,1,1
5,5,5,87,8,1,1,1
4,5,4,85,9,1,2,1
5,5,3,85,9,1,2,1
3,5,4,83,9,1,2,1
3,5,3,82,9,2,2,1
3,5,5,82,9,1,1,1
2,5,5,82,5,1,1,1
3,5,5,82,9,1,1,1
3,5,4,81,9,1,2,1
4,5,4,81,9,1,2,1
3,5,4,81,9,1,2,1
3,4,3,80,7,2,6,2
3,5,5,79,9,1,1,1
3,4,5,78,9,1,1,1
4,5,2,77,9,1,2,1
3,5,5,77,9,1,1,1
3,5,5,76,9,1,1,1
3,2,5,76,1,1,7,1
3,5,3,76,9,2,2,1
3,3,3,75,7,2,6,2
3,5,4,74,9,1,2,1
3,3,3,74,7,2,6,2
3,5,4,74,9,1,2,1
3,4,3,73,7,2,6,1
3,5,3,73,9,2,2,1
3,4,3,73,7,2,6,2
3,4,3,68,7,2,6,2
2,5,5,68,5,1,1,1
2,5,5,68,5,1,1,1
3,2,4,68,2,2,7,1
3,3,3,65,7,2,6,2
1,5,5,63,5,2,1,1
3,5,3,63,9,2,2,1
2,5,3,63,5,2,2,1
2,4,3,63,5,2,6,1
3,5,3,62,9,2,2,1
2,5,5,60,5,1,1,1
1,5,5,58,5,2,1,1
3,3,1,56,2,2,3,2
3,3,1,56,2,2,3,2
2,5,3,55,5,2,2,1
1,1,5,53,2,2,7,2
2,3,4,53,2,2,7,2
2,4,3,53,5,2,6,1
1,4,4,51,5,2,6,2
1,3,4,50,2,2,7,2
1,3,4,50,2,2,7,2
1,3,5,49,5,2,7,2
3,4,3,49,7,2,6,1
2,5,4,48,5,2,2,1
2,5,5,48,5,1,1,1
1,5,3,46,5,2,2,1
1,5,3,46,5,2,2,1
2,5,4,46,5,2,2,1
2,5,5,45,5,1,1,1
1,5,5,45,5,2,1,1
1,5,4,43,5,2,2,1
2,5,3,43,5,2,2,1
2,5,3,43,5,2,2,1
1,4,3,42,5,2,6,2
1,4,3,42,5,2,6,2
2,5,3,41,5,2,2,1
2,4,3,41,5,2,6,1
1,3,1,38,2,2,5,2
1,5,3,38,5,2,2,1
1,4,3,38,5,2,6,2
1,3,2,33,2,2,3,2
1,5,3,32,5,2,2,2
1,5,3,31,5,2,2,2
1,3,1,31,2,2,5,2
1,3,1,31,2,2,5,2
1,3,1,31,2,2,5,2
1,5,3,31,5,2,2,1
2,3,2,30,2,2,3,2
1,4,3,30,5,2,6,2
2,3,1,29,2,2,3,2
1,1,1,28,6,2,5,2
1,5,1,27,5,2,2,2
1,4,1,27,5,2,3,2
1,1,3,25,6,2,5,2
1,2,3,25,2,2,7,2
1,1,1,25,6,2,5,2
1,3,3,25,2,2,6,2
1,2,3,25,2,2,7,2
1,5,1,24,5,2,2,2
1,2,1,24,2,2,5,2
1,1,1,24,6,2,5,2
1,2,1,24,2,2,5,2
1,1,1,24,6,2,5,2
2,1,1,24,6,2,5,2
1,5,1,24,5,2,2,2
1,1,1,23,6,2,5,2
1,2,1,23,2,2,5,2
1,1,1,23,6,2,5,2
