compl,accel,decel,pred,answer,loss
1,1,1,23.82860184,1,22.82860184
1,1,1,23.82860184,2,21.82860184
1,1,1,23.82860184,3,20.82860184
1,1,1,23.82860184,4,19.82860184
1,1,1,23.82860184,5,18.82860184
1,1,1,23.82860184,6,17.82860184
1,1,1,23.82860184,7,16.82860184
1,1,1,23.82860184,8,15.82860184
1,1,1,23.82860184,9,14.82860184
1,1,1,23.82860184,10,13.82860184
1,1,1,23.82860184,11,12.82860184
1,1,1,23.82860184,12,11.82860184
1,1,1,23.82860184,13,10.82860184
1,1,1,23.82860184,14,9.828601837
1,1,1,23.82860184,15,8.828601837
1,1,1,23.82860184,16,7.828601837
1,1,1,23.82860184,17,6.828601837
1,1,1,23.82860184,18,5.828601837
1,1,1,23.82860184,19,4.828601837
1,1,1,23.82860184,20,3.828601837
1,1,1,23.82860184,21,2.828601837
1,1,1,23.82860184,22,1.828601837
1,1,1,23.82860184,23,0.828601837
1,1,1,23.82860184,24,-0.171398163
1,1,1,23.82860184,25,-1.171398163
1,1,1,23.82860184,26,-2.171398163
1,1,1,23.82860184,27,-3.171398163
1,1,1,23.82860184,28,-4.171398163
1,1,1,23.82860184,29,-5.171398163
1,1,1,23.82860184,30,-6.171398163
1,1,1,23.82860184,31,-7.171398163
1,1,1,23.82860184,32,-8.171398163
1,1,1,23.82860184,33,-9.171398163
1,1,1,23.82860184,34,-10.17139816
1,1,1,23.82860184,35,-11.17139816
1,1,1,23.82860184,36,-12.17139816
1,1,1,23.82860184,37,-13.17139816
1,1,1,23.82860184,38,-14.17139816
1,1,1,23.82860184,39,-15.17139816
1,1,1,23.82860184,40,-16.17139816
1,1,1,23.82860184,41,-17.17139816
1,1,1,23.82860184,42,-18.17139816
1,1,1,23.82860184,43,-19.17139816
1,1,1,23.82860184,44,-20.17139816
1,1,1,23.82860184,45,-21.17139816
1,1,1,23.82860184,46,-22.17139816
1,1,1,23.82860184,47,-23.17139816
1,1,1,23.82860184,48,-24.17139816
1,1,1,23.82860184,49,-25.17139816
1,1,1,23.82860184,50,-26.17139816
1,1,1,23.82860184,51,-27.17139816
1,1,1,23.82860184,52,-28.17139816
1,1,1,23.82860184,53,-29.17139816
1,1,1,23.82860184,54,-30.17139816
1,1,1,23.82860184,55,-31.17139816
1,1,1,23.82860184,56,-32.17139816
1,1,1,23.82860184,57,-33.17139816
1,1,1,23.82860184,58,-34.17139816
1,1,1,23.82860184,59,-35.17139816
1,1,1,23.82860184,60,-36.17139816
1,1,1,23.82860184,61,-37.17139816
1,1,1,23.82860184,62,-38.17139816
1,1,1,23.82860184,63,-39.17139816
1,1,1,23.82860184,64,-40.17139816
1,1,1,23.82860184,65,-41.17139816
1,1,1,23.82860184,66,-42.17139816
1,1,1,23.82860184,67,-43.17139816
1,1,1,23.82860184,68,-44.17139816
1,1,1,23.82860184,69,-45.17139816
1,1,1,23.82860184,70,-46.17139816
1,1,1,23.82860184,71,-47.17139816
1,1,1,23.82860184,72,-48.17139816
1,1,1,23.82860184,73,-49.17139816
1,1,1,23.82860184,74,-50.17139816
1,1,1,23.82860184,75,-51.17139816
1,1,1,23.82860184,76,-52.17139816
1,1,1,23.82860184,77,-53.17139816
1,1,1,23.82860184,78,-54.17139816
1,1,1,23.82860184,79,-55.17139816
1,1,1,23.82860184,80,-56.17139816
1,1,1,23.82860184,81,-57.17139816
1,1,1,23.82860184,82,-58.17139816
1,1,1,23.82860184,83,-59.17139816
1,1,1,23.82860184,84,-60.17139816
1,1,1,23.82860184,85,-61.17139816
1,1,1,23.82860184,86,-62.17139816
1,1,1,23.82860184,87,-63.17139816
1,1,1,23.82860184,88,-64.17139816
1,1,1,23.82860184,89,-65.17139816
1,1,1,23.82860184,90,-66.17139816
1,1,1,23.82860184,91,-67.17139816
1,1,1,23.82860184,92,-68.17139816
1,1,1,23.82860184,93,-69.17139816
1,1,1,23.82860184,94,-70.17139816
1,1,1,23.82860184,95,-71.17139816
1,1,1,23.82860184,96,-72.17139816
1,1,1,23.82860184,97,-73.17139816
1,1,1,23.82860184,98,-74.17139816
1,1,1,23.82860184,99,-75.17139816
1,1,1,23.82860184,100,-76.17139816
1,1,2,21.64439201,1,20.64439201
