compl,accel,decel,result,cluster_cr,cluster_ar,cluster_dr
1,1,1,21,1,13,2
1,1,1,22,1,13,2
1,1,1,23,1,13,2
1,1,1,24,1,13,2
1,1,1,25,1,13,2
1,1,1,26,1,13,2
1,1,2,19,1,13,2
1,1,2,20,1,13,2
1,1,2,21,1,13,2
1,1,2,22,1,13,2
1,1,2,23,1,13,2
1,1,2,24,1,13,2
1,1,3,22,1,13,2
1,1,3,23,1,13,2
1,1,3,24,1,13,2
1,1,3,25,1,13,2
1,1,3,26,1,13,2
1,1,3,27,1,13,2
1,1,4,33,1,4,2
1,1,4,34,1,4,1
1,1,4,35,1,4,1
1,1,4,36,1,4,1
1,1,4,37,1,4,1
1,1,4,38,1,4,1
1,1,5,48,1,10,1
1,1,5,49,1,10,1
1,1,5,50,1,10,1
1,1,5,51,1,10,1
1,1,5,52,1,10,1
1,1,5,53,1,10,1
1,2,1,21,1,13,2
1,2,1,22,1,13,2
1,2,1,23,1,13,2
1,2,1,24,1,13,2
1,2,1,25,1,13,2
1,2,1,26,1,13,2
1,2,2,24,1,13,2
1,2,2,25,1,13,2
1,2,2,26,1,13,2
1,2,2,27,1,13,2
1,2,2,28,1,13,2
1,2,2,29,1,13,2
1,2,3,24,1,13,2
1,2,3,25,1,13,2
1,2,3,26,1,13,2
1,2,3,27,1,13,2
1,2,3,28,1,13,2
1,2,3,29,1,13,2
1,2,4,30,1,13,2
1,2,4,31,1,13,2
1,2,4,32,1,18,2
1,2,4,33,1,18,2
1,2,4,34,1,18,1
1,2,4,35,1,18,1
1,2,5,43,1,18,1
1,2,5,44,1,18,1
1,2,5,45,1,18,1
1,2,5,46,1,18,1
1,2,5,47,1,18,1
1,2,5,48,1,18,1
1,3,1,29,1,6,2
1,3,1,30,1,6,2
1,3,1,31,1,6,2
1,3,1,32,1,6,2
1,3,1,33,1,6,2
1,3,1,34,1,6,2
1,3,2,29,1,6,2
1,3,2,30,1,6,2
1,3,2,31,1,6,2
1,3,2,32,1,6,2
1,3,2,33,1,6,2
1,3,2,34,1,6,2
1,3,3,28,1,6,2
1,3,3,29,1,6,2
1,3,3,30,1,6,2
1,3,3,31,1,6,2
1,3,3,32,1,6,2
1,3,3,33,1,6,2
1,3,4,45,1,8,1
1,3,4,46,1,8,1
1,3,4,47,1,8,1
1,3,4,48,1,8,1
1,3,4,49,1,8,1
1,3,4,50,1,8,1
1,3,5,47,1,8,1
1,3,5,48,1,8,1
1,3,5,49,1,8,1
1,3,5,50,1,8,1
1,3,5,51,1,8,1
1,3,5,52,1,8,1
