compl,accel,decel,pred,answer,loss
1,1,1,21.65003204,1,20.65003204
1,1,1,21.65003204,2,19.65003204
1,1,1,21.65003204,3,18.65003204
1,1,1,21.65003204,4,17.65003204
1,1,1,21.65003204,5,16.65003204
1,1,1,21.65003204,6,15.65003204
1,1,1,21.65003204,7,14.65003204
1,1,1,21.65003204,8,13.65003204
1,1,1,21.65003204,9,12.65003204
1,1,1,21.65003204,10,11.65003204
1,1,1,21.65003204,11,10.65003204
1,1,1,21.65003204,12,9.650032043
1,1,1,21.65003204,13,8.650032043
1,1,1,21.65003204,14,7.650032043
1,1,1,21.65003204,15,6.650032043
1,1,1,21.65003204,16,5.650032043
1,1,1,21.65003204,17,4.650032043
1,1,1,21.65003204,18,3.650032043
1,1,1,21.65003204,19,2.650032043
1,1,1,21.65003204,20,1.650032043
1,1,1,21.65003204,21,0.650032043
1,1,1,21.65003204,22,-0.349967957
1,1,1,21.65003204,23,-1.349967957
1,1,1,21.65003204,24,-2.349967957
1,1,1,21.65003204,25,-3.349967957
1,1,1,21.65003204,26,-4.349967957
1,1,1,21.65003204,27,-5.349967957
1,1,1,21.65003204,28,-6.349967957
1,1,1,21.65003204,29,-7.349967957
1,1,1,21.65003204,30,-8.349967957
1,1,1,21.65003204,31,-9.349967957
1,1,1,21.65003204,32,-10.34996796
1,1,1,21.65003204,33,-11.34996796
1,1,1,21.65003204,34,-12.34996796
1,1,1,21.65003204,35,-13.34996796
1,1,1,21.65003204,36,-14.34996796
1,1,1,21.65003204,37,-15.34996796
1,1,1,21.65003204,38,-16.34996796
1,1,1,21.65003204,39,-17.34996796
1,1,1,21.65003204,40,-18.34996796
1,1,1,21.65003204,41,-19.34996796
1,1,1,21.65003204,42,-20.34996796
1,1,1,21.65003204,43,-21.34996796
1,1,1,21.65003204,44,-22.34996796
1,1,1,21.65003204,45,-23.34996796
1,1,1,21.65003204,46,-24.34996796
1,1,1,21.65003204,47,-25.34996796
1,1,1,21.65003204,48,-26.34996796
1,1,1,21.65003204,49,-27.34996796
1,1,1,21.65003204,50,-28.34996796
1,1,1,21.65003204,51,-29.34996796
1,1,1,21.65003204,52,-30.34996796
1,1,1,21.65003204,53,-31.34996796
1,1,1,21.65003204,54,-32.34996796
1,1,1,21.65003204,55,-33.34996796
1,1,1,21.65003204,56,-34.34996796
1,1,1,21.65003204,57,-35.34996796
1,1,1,21.65003204,58,-36.34996796
1,1,1,21.65003204,59,-37.34996796
1,1,1,21.65003204,60,-38.34996796
1,1,1,21.65003204,61,-39.34996796
1,1,1,21.65003204,62,-40.34996796
1,1,1,21.65003204,63,-41.34996796
1,1,1,21.65003204,64,-42.34996796
1,1,1,21.65003204,65,-43.34996796
1,1,1,21.65003204,66,-44.34996796
1,1,1,21.65003204,67,-45.34996796
1,1,1,21.65003204,68,-46.34996796
1,1,1,21.65003204,69,-47.34996796
1,1,1,21.65003204,70,-48.34996796
1,1,1,21.65003204,71,-49.34996796
1,1,1,21.65003204,72,-50.34996796
1,1,1,21.65003204,73,-51.34996796
1,1,1,21.65003204,74,-52.34996796
1,1,1,21.65003204,75,-53.34996796
1,1,1,21.65003204,76,-54.34996796
1,1,1,21.65003204,77,-55.34996796
1,1,1,21.65003204,78,-56.34996796
1,1,1,21.65003204,79,-57.34996796
1,1,1,21.65003204,80,-58.34996796
1,1,1,21.65003204,81,-59.34996796
1,1,1,21.65003204,82,-60.34996796
1,1,1,21.65003204,83,-61.34996796
1,1,1,21.65003204,84,-62.34996796
1,1,1,21.65003204,85,-63.34996796
1,1,1,21.65003204,86,-64.34996796
1,1,1,21.65003204,87,-65.34996796
1,1,1,21.65003204,88,-66.34996796
1,1,1,21.65003204,89,-67.34996796
1,1,1,21.65003204,90,-68.34996796
1,1,1,21.65003204,91,-69.34996796
1,1,1,21.65003204,92,-70.34996796
1,1,1,21.65003204,93,-71.34996796
1,1,1,21.65003204,94,-72.34996796
1,1,1,21.65003204,95,-73.34996796
1,1,1,21.65003204,96,-74.34996796
1,1,1,21.65003204,97,-75.34996796
1,1,1,21.65003204,98,-76.34996796
1,1,1,21.65003204,99,-77.34996796
1,1,1,21.65003204,100,-78.34996796
1,1,2,23.37892151,1,22.37892151
1,1,2,23.37892151,2,21.37892151
1,1,2,23.37892151,3,20.37892151
1,1,2,23.37892151,4,19.37892151
1,1,2,23.37892151,5,18.37892151
1,1,2,23.37892151,6,17.37892151
1,1,2,23.37892151,7,16.37892151
1,1,2,23.37892151,8,15.37892151
1,1,2,23.37892151,9,14.37892151
1,1,2,23.37892151,10,13.37892151
1,1,2,23.37892151,11,12.37892151
1,1,2,23.37892151,12,11.37892151
1,1,2,23.37892151,13,10.37892151
1,1,2,23.37892151,14,9.378921509
1,1,2,23.37892151,15,8.378921509
1,1,2,23.37892151,16,7.378921509
1,1,2,23.37892151,17,6.378921509
1,1,2,23.37892151,18,5.378921509
1,1,2,23.37892151,19,4.378921509
1,1,2,23.37892151,20,3.378921509
1,1,2,23.37892151,21,2.378921509
1,1,2,23.37892151,22,1.378921509
1,1,2,23.37892151,23,0.378921509
1,1,2,23.37892151,24,-0.621078491
1,1,2,23.37892151,25,-1.621078491
1,1,2,23.37892151,26,-2.621078491
1,1,2,23.37892151,27,-3.621078491
1,1,2,23.37892151,28,-4.621078491
1,1,2,23.37892151,29,-5.621078491
1,1,2,23.37892151,30,-6.621078491
1,1,2,23.37892151,31,-7.621078491
1,1,2,23.37892151,32,-8.621078491
1,1,2,23.37892151,33,-9.621078491
1,1,2,23.37892151,34,-10.62107849
1,1,2,23.37892151,35,-11.62107849
1,1,2,23.37892151,36,-12.62107849
1,1,2,23.37892151,37,-13.62107849
1,1,2,23.37892151,38,-14.62107849
1,1,2,23.37892151,39,-15.62107849
1,1,2,23.37892151,40,-16.62107849
1,1,2,23.37892151,41,-17.62107849
1,1,2,23.37892151,42,-18.62107849
1,1,2,23.37892151,43,-19.62107849
1,1,2,23.37892151,44,-20.62107849
1,1,2,23.37892151,45,-21.62107849
1,1,2,23.37892151,46,-22.62107849
1,1,2,23.37892151,47,-23.62107849
1,1,2,23.37892151,48,-24.62107849
1,1,2,23.37892151,49,-25.62107849
1,1,2,23.37892151,50,-26.62107849
1,1,2,23.37892151,51,-27.62107849
1,1,2,23.37892151,52,-28.62107849
1,1,2,23.37892151,53,-29.62107849
1,1,2,23.37892151,54,-30.62107849
1,1,2,23.37892151,55,-31.62107849
1,1,2,23.37892151,56,-32.62107849
1,1,2,23.37892151,57,-33.62107849
1,1,2,23.37892151,58,-34.62107849
1,1,2,23.37892151,59,-35.62107849
1,1,2,23.37892151,60,-36.62107849
1,1,2,23.37892151,61,-37.62107849
1,1,2,23.37892151,62,-38.62107849
1,1,2,23.37892151,63,-39.62107849
1,1,2,23.37892151,64,-40.62107849
1,1,2,23.37892151,65,-41.62107849
1,1,2,23.37892151,66,-42.62107849
1,1,2,23.37892151,67,-43.62107849
1,1,2,23.37892151,68,-44.62107849
1,1,2,23.37892151,69,-45.62107849
1,1,2,23.37892151,70,-46.62107849
1,1,2,23.37892151,71,-47.62107849
1,1,2,23.37892151,72,-48.62107849
1,1,2,23.37892151,73,-49.62107849
1,1,2,23.37892151,74,-50.62107849
1,1,2,23.37892151,75,-51.62107849
1,1,2,23.37892151,76,-52.62107849
1,1,2,23.37892151,77,-53.62107849
1,1,2,23.37892151,78,-54.62107849
1,1,2,23.37892151,79,-55.62107849
1,1,2,23.37892151,80,-56.62107849
1,1,2,23.37892151,81,-57.62107849
1,1,2,23.37892151,82,-58.62107849
1,1,2,23.37892151,83,-59.62107849
1,1,2,23.37892151,84,-60.62107849
1,1,2,23.37892151,85,-61.62107849
1,1,2,23.37892151,86,-62.62107849
1,1,2,23.37892151,87,-63.62107849
1,1,2,23.37892151,88,-64.62107849
1,1,2,23.37892151,89,-65.62107849
1,1,2,23.37892151,90,-66.62107849
1,1,2,23.37892151,91,-67.62107849
1,1,2,23.37892151,92,-68.62107849
1,1,2,23.37892151,93,-69.62107849
1,1,2,23.37892151,94,-70.62107849
1,1,2,23.37892151,95,-71.62107849
1,1,2,23.37892151,96,-72.62107849
1,1,2,23.37892151,97,-73.62107849
1,1,2,23.37892151,98,-74.62107849
1,1,2,23.37892151,99,-75.62107849
1,1,2,23.37892151,100,-76.62107849
1,1,3,23.44597244,1,22.44597244
1,1,3,23.44597244,2,21.44597244
1,1,3,23.44597244,3,20.44597244
1,1,3,23.44597244,4,19.44597244
1,1,3,23.44597244,5,18.44597244
1,1,3,23.44597244,6,17.44597244
1,1,3,23.44597244,7,16.44597244
1,1,3,23.44597244,8,15.44597244
1,1,3,23.44597244,9,14.44597244
1,1,3,23.44597244,10,13.44597244
1,1,3,23.44597244,11,12.44597244
1,1,3,23.44597244,12,11.44597244
1,1,3,23.44597244,13,10.44597244
1,1,3,23.44597244,14,9.445972443
1,1,3,23.44597244,15,8.445972443
1,1,3,23.44597244,16,7.445972443
1,1,3,23.44597244,17,6.445972443
1,1,3,23.44597244,18,5.445972443
1,1,3,23.44597244,19,4.445972443
1,1,3,23.44597244,20,3.445972443
1,1,3,23.44597244,21,2.445972443
1,1,3,23.44597244,22,1.445972443
1,1,3,23.44597244,23,0.445972443
1,1,3,23.44597244,24,-0.554027557
1,1,3,23.44597244,25,-1.554027557
1,1,3,23.44597244,26,-2.554027557
1,1,3,23.44597244,27,-3.554027557
1,1,3,23.44597244,28,-4.554027557
1,1,3,23.44597244,29,-5.554027557
1,1,3,23.44597244,30,-6.554027557
1,1,3,23.44597244,31,-7.554027557
1,1,3,23.44597244,32,-8.554027557
