compl,accel,decel,result,cluster_cr,cluster_ar,cluster_dr
1,1,1,20,2,4,18
1,1,1,21,2,4,18
1,1,1,22,2,4,18
1,1,1,23,2,4,18
1,1,2,22,2,4,8
1,1,2,23,2,4,8
1,1,2,24,2,4,8
1,1,2,25,2,4,8
1,1,3,22,2,4,8
1,1,3,23,2,4,8
1,1,3,24,2,4,8
1,1,3,25,2,4,8
1,1,4,30,2,4,7
1,1,4,31,2,4,7
1,1,4,32,2,4,7
1,1,4,33,2,4,7
1,1,5,42,2,4,3
1,1,5,43,2,4,3
1,1,5,44,2,4,3
1,1,5,45,2,4,3
1,2,1,20,2,4,18
1,2,1,21,2,4,18
1,2,1,22,2,4,18
1,2,1,23,2,4,18
1,2,2,25,2,4,8
1,2,2,26,2,4,8
1,2,2,27,2,4,8
1,2,2,28,2,4,8
1,2,3,26,2,4,8
1,2,3,27,2,4,8
1,2,3,28,2,4,8
1,2,3,29,2,4,8
1,2,4,31,2,4,7
1,2,4,32,2,4,7
1,2,4,33,2,4,7
1,2,4,34,2,4,7
1,2,5,37,2,4,3
1,2,5,38,2,4,3
1,2,5,39,2,4,3
1,2,5,40,2,4,3
1,3,1,26,2,4,18
1,3,1,27,2,4,18
1,3,1,28,2,4,18
1,3,1,29,2,4,18
1,3,2,26,2,4,8
1,3,2,27,2,4,8
1,3,2,28,2,4,8
1,3,2,29,2,4,8
1,3,3,31,2,4,8
1,3,3,32,2,4,8
1,3,3,33,2,4,8
1,3,3,34,2,4,8
1,3,4,37,2,4,7
1,3,4,38,2,4,7
1,3,4,39,2,4,7
1,3,4,40,2,4,7
1,3,5,42,2,4,3
1,3,5,43,2,4,3
1,3,5,44,2,4,3
1,3,5,45,2,4,3
1,4,1,22,2,2,18
1,4,1,23,2,2,18
1,4,1,24,2,2,18
1,4,1,25,2,2,18
1,4,2,24,2,2,8
1,4,2,25,2,2,8
1,4,2,26,2,2,8
1,4,2,27,2,2,8
1,4,3,30,2,2,8
1,4,3,31,2,2,8
1,4,3,32,2,2,8
1,4,3,33,2,2,8
1,4,4,40,2,2,7
1,4,4,41,2,2,7
1,4,4,42,2,2,7
1,4,4,43,2,2,7
1,4,5,48,2,2,15
1,4,5,49,2,2,15
1,4,5,50,2,2,15
1,4,5,51,2,2,15
1,5,1,20,2,2,18
1,5,1,21,2,2,18
1,5,1,22,2,2,18
1,5,1,23,2,2,18
1,5,2,25,2,2,8
1,5,2,26,2,2,8
1,5,2,27,2,2,8
1,5,2,28,2,2,8
1,5,3,30,2,2,8
1,5,3,31,2,2,8
1,5,3,32,2,2,8
1,5,3,33,2,2,8
1,5,4,38,2,2,7
1,5,4,39,2,2,7
1,5,4,40,2,2,7
1,5,4,41,2,2,7
1,5,5,47,2,2,15
1,5,5,48,2,2,15
1,5,5,49,2,2,15
1,5,5,50,2,2,15
2,1,1,23,2,4,18
2,1,1,24,2,4,18
2,1,1,25,2,4,18
2,1,1,26,2,4,18
2,1,2,35,2,4,5
2,1,2,36,2,4,5
2,1,2,37,2,4,5
2,1,2,38,2,4,5
2,1,3,43,2,4,12
2,1,3,44,2,4,12
2,1,3,45,2,4,12
2,1,3,46,2,4,12
2,1,4,44,2,4,7
2,1,4,45,2,4,7
2,1,4,46,2,4,7
2,1,4,47,2,4,7
2,1,5,46,2,4,3
2,1,5,47,2,4,15
2,1,5,48,2,4,15
2,1,5,49,2,4,15
2,2,1,32,2,4,18
2,2,1,33,2,4,18
2,2,1,34,2,4,18
2,2,1,35,2,4,18
2,2,2,40,2,4,5
2,2,2,41,2,4,5
2,2,2,42,2,4,5
2,2,2,43,2,4,5
2,2,3,44,2,4,12
2,2,3,45,2,4,12
2,2,3,46,2,4,12
2,2,3,47,2,4,12
2,2,4,42,2,4,7
2,2,4,43,2,4,7
2,2,4,44,2,4,7
2,2,4,45,2,4,7
2,2,5,41,2,4,3
2,2,5,42,2,4,3
2,2,5,43,2,4,3
2,2,5,44,2,4,3
2,3,1,29,2,4,18
2,3,1,30,2,4,18
2,3,1,31,2,4,18
2,3,1,32,2,4,18
2,3,2,41,2,4,5
2,3,2,42,2,4,5
2,3,2,43,2,4,5
2,3,2,44,2,4,5
2,3,3,47,2,4,12
2,3,3,48,2,4,12
2,3,3,49,2,4,12
2,3,3,50,2,4,12
2,3,4,45,2,4,7
2,3,4,46,2,4,7
2,3,4,47,2,4,7
2,3,4,48,2,4,7
2,3,5,45,2,4,3
2,3,5,46,2,4,3
2,3,5,47,2,4,15
2,3,5,48,2,4,15
2,4,1,32,2,2,18
2,4,1,33,2,2,18
2,4,1,34,2,2,18
2,4,1,35,2,2,18
2,4,2,37,2,2,5
2,4,2,38,2,2,5
2,4,2,39,2,2,5
2,4,2,40,2,2,5
2,4,3,43,2,2,12
2,4,3,44,2,2,12
2,4,3,45,2,2,12
2,4,3,46,2,2,12
2,4,4,45,2,2,7
2,4,4,46,2,2,7
2,4,4,47,2,2,7
2,4,4,48,2,2,7
2,4,5,50,2,2,15
2,4,5,51,2,2,15
2,4,5,52,2,2,15
2,4,5,53,2,2,15
2,5,1,31,2,2,18
2,5,1,32,2,2,18
2,5,1,33,2,2,18
2,5,1,34,2,2,18
2,5,2,34,2,2,5
2,5,2,35,2,2,5
2,5,2,36,2,2,5
2,5,2,37,2,2,5
2,5,3,36,2,2,8
2,5,3,37,2,2,8
2,5,3,38,2,2,8
2,5,3,39,2,2,8
2,5,4,41,2,2,7
2,5,4,42,2,2,7
2,5,4,43,2,2,7
2,5,4,44,2,2,7
2,5,5,51,2,2,15
2,5,5,52,2,2,15
2,5,5,53,2,2,15
2,5,5,54,2,2,15
3,1,1,40,2,4,1
3,1,1,41,2,4,1
3,1,1,42,2,4,1
3,1,1,43,2,4,1
3,1,2,41,2,4,5
3,1,2,42,2,4,5
3,1,2,43,2,4,5
3,1,2,44,2,4,5
3,1,3,50,2,4,12
3,1,3,51,2,4,12
3,1,3,52,2,3,12
3,1,3,53,2,3,12
3,1,4,58,1,3,14
3,1,4,59,1,3,14
3,1,4,60,1,3,14
3,1,4,61,1,3,14
3,1,5,65,1,3,9
3,1,5,66,1,3,9
3,1,5,67,1,3,9
3,1,5,68,1,3,9
3,2,1,40,2,4,1
3,2,1,41,2,4,1
3,2,1,42,2,4,1
3,2,1,43,2,4,1
3,2,2,44,2,4,5
3,2,2,45,2,4,5
3,2,2,46,2,4,5
3,2,2,47,2,4,5
3,2,3,54,1,3,12
3,2,3,55,1,3,12
3,2,3,56,1,3,12
3,2,3,57,1,3,12
3,2,4,59,1,3,14
3,2,4,60,1,3,14
3,2,4,61,1,3,14
3,2,4,62,1,3,14
3,2,5,64,1,3,9
3,2,5,65,1,3,9
3,2,5,66,1,3,9
3,2,5,67,1,3,9
3,3,1,47,2,4,1
