compl,accel,decel,result,cluster_cr,cluster_ar,cluster_dr,cluster_car,cluster_cdr,cluster_adr
5,5,5,100,2,4,1,3,12,1
5,5,5,99,2,4,1,3,12,1
5,4,5,99,2,4,1,3,12,1
4,5,5,99,2,4,1,3,16,1
4,5,5,99,2,4,1,3,16,1
5,5,5,99,2,4,1,3,12,1
5,5,5,98,2,4,1,3,12,1
5,5,5,98,2,4,1,3,12,1
5,5,5,98,2,4,1,3,12,1
4,5,5,98,2,4,1,3,16,1
4,4,4,97,2,4,1,3,9,1
5,5,5,97,2,4,1,3,12,1
4,5,5,97,2,4,1,3,16,1
4,5,5,96,2,4,1,3,16,1
5,5,5,95,2,4,1,3,12,1
5,5,5,95,2,4,1,3,12,1
4,5,5,95,2,4,1,3,16,1
5,3,3,95,2,4,1,2,3,4
5,5,3,95,2,4,1,3,3,4
4,5,5,94,2,4,1,3,16,1
5,5,5,94,2,4,1,3,12,1
5,1,5,94,2,2,1,2,12,3
5,5,5,94,2,4,1,3,12,1
5,5,5,94,2,4,1,3,12,1
5,5,5,92,2,4,1,3,12,1
4,4,4,92,2,4,1,3,9,1
5,3,4,92,2,4,1,2,12,1
5,5,5,92,2,4,1,3,12,1
5,5,5,91,2,4,1,3,12,1
5,5,4,91,2,4,1,3,12,1
4,4,4,91,2,4,1,3,9,1
5,5,5,90,2,4,1,3,12,1
5,4,4,90,2,4,1,3,12,1
5,5,5,90,2,4,1,3,12,1
4,5,4,89,2,4,1,3,9,1
5,3,4,89,2,4,1,2,12,1
4,5,5,89,2,4,1,3,16,1
4,5,4,89,2,4,1,3,9,1
4,5,4,89,2,4,1,3,9,1
4,5,4,89,2,4,1,3,9,1
4,5,4,88,2,4,1,3,9,1
5,5,5,88,2,4,1,3,12,1
4,5,5,88,2,4,1,3,16,1
5,5,5,87,2,4,1,3,12,1
4,5,4,85,2,4,1,3,9,1
5,5,3,85,2,4,1,3,3,4
3,5,4,83,2,4,1,3,9,1
3,5,3,82,2,4,1,3,18,4
3,5,5,82,2,4,1,3,16,1
2,5,5,82,1,3,1,1,11,1
3,5,5,82,2,4,1,3,16,1
3,5,4,81,2,4,1,3,9,1
3,5,4,81,2,4,1,3,9,1
3,4,3,80,2,4,1,3,18,4
3,5,5,79,2,4,1,3,16,1
3,4,5,78,2,4,1,3,16,1
4,5,2,77,2,4,2,3,19,4
3,5,5,77,2,4,1,3,16,1
3,5,5,76,2,4,1,3,16,1
3,2,5,76,2,2,1,2,16,3
3,5,3,76,2,4,1,3,18,4
3,3,3,75,2,4,1,2,18,7
3,5,4,74,2,4,1,3,9,1
3,3,3,74,2,4,1,2,18,7
3,5,4,74,2,4,1,3,9,1
3,4,3,73,2,4,1,3,18,4
3,5,3,73,2,4,1,3,18,4
3,4,3,73,2,4,1,3,18,4
3,3,3,65,2,4,1,2,18,7
1,5,5,63,1,3,1,1,11,1
2,5,3,63,1,3,2,1,5,2
2,4,3,63,1,3,2,1,5,2
1,5,5,58,1,3,1,1,11,1
3,3,1,56,1,1,2,1,14,5
3,3,1,56,1,1,2,1,14,5
2,5,3,55,1,3,2,1,5,2
1,1,5,53,1,1,1,1,11,6
2,3,4,53,1,1,1,1,8,6
2,4,3,53,1,3,2,1,5,2
1,4,4,51,1,3,1,1,20,2
1,3,4,50,1,1,1,1,20,6
1,3,4,50,1,1,1,1,20,6
1,3,5,49,1,1,1,1,11,6
2,5,4,48,1,3,1,1,8,2
1,5,3,46,1,3,2,1,6,2
1,5,3,46,1,3,2,1,6,2
2,5,4,46,1,3,1,1,8,1
1,5,5,45,1,3,1,1,11,1
1,5,4,43,1,3,1,1,20,2
2,5,3,43,1,3,2,1,5,2
2,5,3,43,1,3,2,1,5,2
1,4,3,42,1,3,2,1,6,2
1,4,3,42,1,3,2,1,6,2
2,5,3,41,1,3,2,1,5,2
2,4,3,41,1,3,2,1,5,2
1,3,1,38,1,1,2,1,7,5
1,4,3,38,1,3,2,1,6,2
1,3,2,33,1,1,2,1,7,5
1,3,1,31,1,1,2,1,7,5
1,3,1,31,1,1,2,1,7,5
1,3,1,31,1,1,2,1,7,5
1,4,3,30,1,3,2,1,6,2
2,3,1,29,1,1,2,1,13,5
1,1,1,28,1,1,2,1,7,5
1,5,1,27,1,3,2,1,7,2
1,4,1,27,1,3,2,1,7,2
1,1,3,25,1,1,2,1,6,6
1,2,3,25,1,1,2,1,6,6
1,1,1,25,1,1,2,1,7,5
1,3,3,25,1,1,2,1,6,6
1,2,3,25,1,1,2,1,6,6
1,5,1,24,1,3,2,1,7,2
1,2,1,24,1,1,2,1,7,5
1,1,1,24,1,1,2,1,7,5
1,2,1,24,1,1,2,1,7,5
1,1,1,24,1,1,2,1,7,5
2,1,1,24,1,1,2,1,13,5
1,5,1,24,1,3,2,1,7,2
1,1,1,23,1,1,2,1,7,5
1,2,1,23,1,1,2,1,7,5
1,1,1,23,1,1,2,1,7,5
